MaterialNumber,MaterialName,PurchasingGroupDescription,PurchasingGroup,MaterialDescription,Total_stock,Unrestricted_use_stock,Blocked_stock,Block_reason,Blocked_date,Solution_date,Solution,PurchasingGroupDescription_KR,MaterialDescription_KR,Solution_KR,Block_reason_KR
50406465,FRANKLIN,Bar furniture,P01,"Bar stool with backrest, foldable,  63 cm",40190,12813,27377,"Identification of packaging defects that compromise product integrity before shipment, necessitating immediate corrective measures.",3/29/24,7/7/24,"[{""Instruction_step"": 1, ""Instruction"": ""Conduct a comprehensive review of the current packaging process to identify the defect."", ""ResponsibleDepartment"": ""Quality Assurance""}, {""Instruction_step"": 2, ""Instruction"": ""Implement immediate corrective measures to address the identified packaging defects."", ""ResponsibleDepartment"": ""Production""}, {""Instruction_step"": 3, ""Instruction"": ""Reevaluate packaging materials and suppliers to ensure higher quality standards."", ""ResponsibleDepartment"": ""Procurement""}, {""Instruction_step"": 4, ""Instruction"": ""Train staff on new packaging protocols to prevent future defects."", ""ResponsibleDepartment"": ""Human Resources""}, {""Instruction_step"": 5, ""Instruction"": ""Institute regular packaging audits for ongoing quality assurance."", ""ResponsibleDepartment"": ""Quality Control""}]",바 가구,"등받이가 있는 접이식 바 의자, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재의 포장 과정에 대한 종합적인 검토를 실시하여 결함을 확인하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""식별된 포장 결함을 해결하기 위해 즉각적인 수정 조치를 시행하십시오."", ""ResponsibleDepartment_KR"": ""생산""}, {""Instruction_step"": 3, ""Instruction_KR"": ""더 높은 품질 표준을 보장하기 위해 포장재와 공급업체를 재평가하십시오."", ""ResponsibleDepartment_KR"": ""구매조달""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 결함을 방지하기 위해 새로운 포장 프로토콜에 대해 직원들을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""지속적인 품질 보증을 위해 정기적인 포장 감사를 실시하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}]",출하 전에 제품의 무결성을 저해하는 포장 결함을 식별하여 즉각적인 수정 조치가 필요합니다.
50406465,FRANKLIN,Bar furniture,P01,"Bar stool with backrest, foldable,  63 cm",40190,12813,27377,"Identification of packaging defects that compromise product integrity before shipment, necessitating immediate corrective measures.",3/29/24,7/7/24,"[{""Instruction_step"": 1, ""Instruction"": ""Conduct a comprehensive review of the current packaging process to identify the defect."", ""ResponsibleDepartment"": ""Quality Assurance""}, {""Instruction_step"": 2, ""Instruction"": ""Implement immediate corrective measures to address the identified packaging defects."", ""ResponsibleDepartment"": ""Production""}, {""Instruction_step"": 3, ""Instruction"": ""Reevaluate packaging materials and suppliers to ensure higher quality standards."", ""ResponsibleDepartment"": ""Procurement""}, {""Instruction_step"": 4, ""Instruction"": ""Train staff on new packaging protocols to prevent future defects."", ""ResponsibleDepartment"": ""Human Resources""}, {""Instruction_step"": 5, ""Instruction"": ""Institute regular packaging audits for ongoing quality assurance."", ""ResponsibleDepartment"": ""Quality Control""}]",바 가구,"등받이가 있는 접이식 바 의자, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재의 포장 과정에 대한 종합적인 검토를 실시하여 결함을 확인하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""식별된 포장 결함을 해결하기 위해 즉각적인 수정 조치를 시행하십시오."", ""ResponsibleDepartment_KR"": ""생산""}, {""Instruction_step"": 3, ""Instruction_KR"": ""더 높은 품질 표준을 보장하기 위해 포장재와 공급업체를 재평가하십시오."", ""ResponsibleDepartment_KR"": ""구매조달""}, {""Instruction_step"": 4, ""Instruction_KR"": ""미래의 결함을 방지하기 위해 새로운 포장 프로토콜에 대해 직원들을 교육하십시오."", ""ResponsibleDepartment_KR"": ""인사관리""}, {""Instruction_step"": 5, ""Instruction_KR"": ""지속적인 품질 보증을 위해 정기적인 포장 감사를 실시하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}]",출하 전에 제품의 무결성을 저해하는 포장 결함을 식별함으로써 즉각적인 수정 조치가 필요합니다.
121766,INGOLF,Bar furniture,P01,"Bar stool with backrest,  74 cm",25357,20294,5063,"Customer reports of receiving incorrect products, highlighting issues in order fulfillment accuracy.",4/25/24,6/23/24,"[{""Instruction_step"": 1, ""Instruction"": ""Confirm and log the reported order fulfillment error."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Dispatch the correct product to the customer to rectify the error."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Analyze the order processing system to identify and correct the source of the error."", ""ResponsibleDepartment"": ""Quality Assurance""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고된 주문 이행 오류를 확인하고 기록하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""오류를 바로잡기 위해 고객에게 올바른 제품을 발송하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""오류의 원인을 식별하고 수정하기 위해 주문 처리 시스템을 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}]","고객은 잘못된 제품을 받았다고 보고하며, 주문 이행 정확도에 문제가 있다는 것을 강조하고 있습니다."
121766,INGOLF,Bar furniture,P01,"Bar stool with backrest,  74 cm",25357,20294,5063,"Customer reports of receiving incorrect products, highlighting issues in order fulfillment accuracy.",4/25/24,6/23/24,"[{""Instruction_step"": 1, ""Instruction"": ""Confirm and log the reported order fulfillment error."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Dispatch the correct product to the customer to rectify the error."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Analyze the order processing system to identify and correct the source of the error."", ""ResponsibleDepartment"": ""Quality Assurance""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고된 주문 이행 오류를 확인하고 기록하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""오류를 바로잡기 위해 고객에게 올바른 제품을 발송하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""오류의 원인을 식별하고 수정하기 위해 주문 처리 시스템을 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}]","고객은 잘못된 제품을 받았다고 보고하며, 주문 이행 정확도에 문제가 있음을 강조하고 있습니다."
121766,INGOLF,Bar furniture,P01,"Bar stool with backrest,  74 cm",25357,20294,5063,"Customer reports of receiving incorrect products, highlighting issues in order fulfillment accuracy.",4/25/24,6/23/24,"[{""Instruction_step"": 1, ""Instruction"": ""Confirm and log the reported order fulfillment error."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Dispatch the correct product to the customer to rectify the error."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 3, ""Instruction"": ""Analyze the order processing system to identify and correct the source of the error."", ""ResponsibleDepartment"": ""Quality Assurance""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""보고된 주문 이행 오류를 확인하고 기록하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""오류를 바로잡기 위해 고객에게 올바른 제품을 발송하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 3, ""Instruction_KR"": ""오류의 원인을 식별하고 수정하기 위해 주문 처리 시스템을 분석하십시오."", ""ResponsibleDepartment_KR"": ""품질관리""}]","고객이 잘못된 제품을 받았다고 보고하며, 주문 이행 정확도에 문제가 있음을 강조하고 있습니다."
397736,NORRARYD,Bar furniture,P01,"Bar stool with backrest,  74 cm",41820,13976,27844,Variation in received item quantities signaling discrepancies in inventory management systems.,5/15/24,8/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Audit current inventory to reconcile item quantities."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Analyze and address discrepancies in the inventory management system."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재 재고를 감사하여 품목 수량을 조정하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""재고 관리 시스템에서의 불일치를 분석하고 해결하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}]",수신 된 품목 수량의 변동이 재고 관리 시스템의 불일치를 나타냅니다.
397736,NORRARYD,Bar furniture,P01,"Bar stool with backrest,  74 cm",41820,13976,27844,Variation in received item quantities signaling discrepancies in inventory management systems.,5/15/24,8/5/24,"[{""Instruction_step"": 1, ""Instruction"": ""Audit current inventory to reconcile item quantities."", ""ResponsibleDepartment"": ""Inventory Management""}, {""Instruction_step"": 2, ""Instruction"": ""Analyze and address discrepancies in the inventory management system."", ""ResponsibleDepartment"": ""Operations""}]",바 가구,"등받이가 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""현재 재고를 감사하여 품목 수량을 조정하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""재고 관리 시스템에서의 불일치를 분석하고 해결하십시오."", ""ResponsibleDepartment_KR"": ""운영관리""}]",수신 된 품목 수량의 변동이 재고 관리 시스템에서의 불일치를 나타냅니다.
400550,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",29970,27512,2458,Delays from key suppliers leading to challenges in maintaining stock levels and meeting customer demand.,3/1/24,3/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Identify alternative suppliers to mitigate delays."", ""ResponsibleDepartment"": ""Procurement""}, {""Instruction_step"": 2, ""Instruction"": ""Adjust inventory planning to account for supplier delays."", ""ResponsibleDepartment"": ""Supply Chain Management""}]",바 가구,"등받이가 있는 바 의자, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""지연을 완화하기 위해 대체 공급업체를 식별하십시오."", ""ResponsibleDepartment_KR"": ""구매조달""}, {""Instruction_step"": 2, ""Instruction_KR"": ""공급 업체 지연을 고려하여 재고 계획을 조정하십시오."", ""ResponsibleDepartment_KR"": ""공급망 관리""}]",주요 공급업체로부터의 지연으로 인해 재고 수준을 유지하고 고객의 수요를 충족시키는 데 어려움이 발생합니다.
400550,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",29970,27512,2458,Delays from key suppliers leading to challenges in maintaining stock levels and meeting customer demand.,3/1/24,3/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Identify alternative suppliers to mitigate delays."", ""ResponsibleDepartment"": ""Procurement""}, {""Instruction_step"": 2, ""Instruction"": ""Adjust inventory planning to account for supplier delays."", ""ResponsibleDepartment"": ""Supply Chain Management""}]",바 가구,"등받이가 있는 바 의자, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""지연을 완화하기 위해 대체 공급업체를 식별하십시오."", ""ResponsibleDepartment_KR"": ""구매조달""}, {""Instruction_step"": 2, ""Instruction_KR"": ""공급 업체 지연을 고려하여 재고 계획을 조정하십시오."", ""ResponsibleDepartment_KR"": ""공급망 관리""}]",주요 공급업체로부터의 지연으로 인해 재고 수준을 유지하고 고객의 수요를 충족시키는 데 어려움을 겪고 있습니다.
29304826,TOMMARYD,Bar furniture,P01,"Table,  130x70/105 cm",22380,3763,18617,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,3/15/24,5/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"테이블, 130x70/105 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",여러 배포 채널에서 예기치 못한 물류 혼잡으로 인해 배송에 상당한 지연이 발생했습니다.
29304826,TOMMARYD,Bar furniture,P01,"Table,  130x70/105 cm",22380,3763,18617,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,3/15/24,5/13/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"테이블, 130x70/105 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",미리 예측하지 못한 물류 혼잡으로 인해 여러 배송 채널에서 배송 지연이 크게 발생하였습니다.
40426138,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest frame,  74 cm",13800,358,13442,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",3/19/24,4/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"등받이 프레임이 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
40426138,HENRIKSDAL,Bar furniture,P01,"Bar stool with backrest frame,  74 cm",13800,358,13442,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",3/19/24,4/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"등받이 프레임이 있는 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
50363649,KULLABERG,Bar furniture,P01,Stool,24168,6171,17997,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",3/22/24,5/8/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,의자,"[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
50363649,KULLABERG,Bar furniture,P01,Stool,24168,6171,17997,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",3/22/24,5/8/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,의자,"[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
70246089,JANINGE,Bar furniture,P01,"Bar stool,  76 cm",42585,41972,613,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",3/31/24,6/9/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"바 스툴, 76 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 문서 작성이 필요한 일부 화물로 인해 통관 보류가 연장되어 배송 일정에 영향을 미칩니다.
70246089,JANINGE,Bar furniture,P01,"Bar stool,  76 cm",42585,41972,613,"Extended customs hold for certain shipments due to the need for additional documentation, impacting delivery timelines.",3/31/24,6/9/24,"[{""Instruction_step"": 1, ""Instruction"": ""Provide additional required documentation to customs authorities promptly."", ""ResponsibleDepartment"": ""Customs Liaison""}, {""Instruction_step"": 2, ""Instruction"": ""Review and optimize documentation process for future shipments."", ""ResponsibleDepartment"": ""Export Compliance""}]",바 가구,"바 스툴, 76 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""관세당국에게 필요한 추가 서류를 신속하게 제공하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 발송을 위해 문서화 프로세스를 검토하고 최적화하십시오."", ""ResponsibleDepartment_KR"": ""통관팀""}]",추가 서류가 필요한 일부 화물로 인해 관세 보류가 연장되어 배송 일정에 영향을 미칩니다.
60406785,FRANKLIN,Bar furniture,P01,"Bar stool with backrest, foldable,  74 cm",45649,7342,38307,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",4/14/24,5/31/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"등받이가 있는 접이식 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
60406785,FRANKLIN,Bar furniture,P01,"Bar stool with backrest, foldable,  74 cm",45649,7342,38307,"Breakdown of delivery vehicles en route, causing unexpected delays and necessitating swift deployment of alternative transportation solutions.",4/14/24,5/31/24,"[{""Instruction_step"": 1, ""Instruction"": ""Deploy available vehicles to replace the broken-down units."", ""ResponsibleDepartment"": ""Fleet Management""}, {""Instruction_step"": 2, ""Instruction"": ""Implement a regular maintenance schedule for the delivery fleet to prevent future breakdowns."", ""ResponsibleDepartment"": ""Maintenance Department""}]",바 가구,"등받이가 있는 접이식 바 의자, 74 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""고장 난 유닛을 대체하기 위해 사용 가능한 차량을 배치하십시오."", ""ResponsibleDepartment_KR"": ""장비 관리""}, {""Instruction_step"": 2, ""Instruction_KR"": ""미래의 고장을 방지하기 위해 배송 차량대에 대한 정기적인 유지보수 일정을 시행하십시오."", ""ResponsibleDepartment_KR"": ""유지 보수 부서""}]","배송 차량의 도중 고장으로 인해 예기치 않은 지연이 발생하고, 대체 교통 수단의 신속한 배치가 필요하게 되었습니다."
340759,EKEDALEN,Bar furniture,P01,"Bar table,  120x80 cm",35143,17604,17539,"Delivery has been delayed due to unexpected severe weather conditions, affecting transportation routes.",3/11/24,6/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Notify customers of expected delays due to severe weather."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Reschedule deliveries when routes become safe to navigate."", ""ResponsibleDepartment"": ""Dispatch""}]",바 가구,"바 테이블, 120x80 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""심각한 날씨로 인해 예상되는 지연에 대해 고객에게 알려주십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""경로가 안전하게 탐색 가능할 때 배송 일정을 재조정하십시오."", ""ResponsibleDepartment_KR"": ""파견하다""}]","예기치 못한 심각한 날씨 조건으로 인해 배송이 지연되었으며, 이로 인해 운송 경로에 영향을 미쳤습니다."
340759,EKEDALEN,Bar furniture,P01,"Bar table,  120x80 cm",35143,17604,17539,"Delivery has been delayed due to unexpected severe weather conditions, affecting transportation routes.",3/11/24,6/27/24,"[{""Instruction_step"": 1, ""Instruction"": ""Notify customers of expected delays due to severe weather."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Reschedule deliveries when routes become safe to navigate."", ""ResponsibleDepartment"": ""Dispatch""}]",바 가구,"바 테이블, 120x80 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""심각한 날씨로 인해 예상되는 지연에 대해 고객에게 알려주십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""경로가 안전하게 탐색 가능할 때 배송 일정을 재조정하십시오."", ""ResponsibleDepartment_KR"": ""파견하다""}]","예기치 않은 심각한 날씨 조건으로 인해 배송이 지연되었으며, 이로 인해 운송 경로에 영향을 미쳤습니다."
30352246,RÖSKOG,Bar furniture,P01,"Bar stool,  63 cm",9566,3442,6124,Incorrect item quantity received by customer.,3/29/24,7/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Verify the customer's received item quantity against the order."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Arrange for the correct quantity to be sent to the customer."", ""ResponsibleDepartment"": ""Distribution Center""}]",바 가구,"바 스툴, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""주문에 대해 고객이 받은 품목의 수량을 확인하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""고객에게 보낼 올바른 수량을 준비하십시오."", ""ResponsibleDepartment_KR"": ""물류""}]",고객이 받은 품목 수량이 잘못되었습니다.
30352246,RÖSKOG,Bar furniture,P01,"Bar stool,  63 cm",9566,3442,6124,Incorrect item quantity received by customer.,3/29/24,7/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Verify the customer's received item quantity against the order."", ""ResponsibleDepartment"": ""Customer Service""}, {""Instruction_step"": 2, ""Instruction"": ""Arrange for the correct quantity to be sent to the customer."", ""ResponsibleDepartment"": ""Distribution Center""}]",바 가구,"바 스툴, 63 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""주문에 대해 고객이 받은 품목의 수량을 확인하십시오."", ""ResponsibleDepartment_KR"": ""고객 서비스""}, {""Instruction_step"": 2, ""Instruction_KR"": ""고객에게 보낼 올바른 수량을 준비하십시오."", ""ResponsibleDepartment_KR"": ""물류""}]",고객이 받은 품목 수량이 잘못되었습니다.
10281354,JANINGE,Bar furniture,P01,"Bar stool,  76 cm",23166,12540,10626,Inventory discrepancy detected during stock audit.,4/5/24,7/10/24,"[{""Instruction_step"": 1, ""Instruction"": ""Investigate and reconcile the differences found during the audit."", ""ResponsibleDepartment"": ""Inventory Management""}]",바 가구,"바 스툴, 76 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""감사 중 발견된 차이점을 조사하고 조정하십시오."", ""ResponsibleDepartment_KR"": ""재고 관리""}]",재고 감사 중에 재고 불일치가 감지되었습니다.
400545,EKEDALEN,Bar furniture,P01,"Bar stool with backrest,  75 cm",1017,85,932,Significant delay in delivery due to unforeseen logistics congestion across multiple distribution channels.,4/25/24,6/28/24,"[{""Instruction_step"": 1, ""Instruction"": ""Evaluate alternative distribution channels to bypass congestion."", ""ResponsibleDepartment"": ""Logistics""}, {""Instruction_step"": 2, ""Instruction"": ""Coordinate with logistics partners to find expedited delivery routes."", ""ResponsibleDepartment"": ""Transportation Management""}]",바 가구,"등받이가 있는 바 의자, 75 cm","[{""Instruction_step"": 1, ""Instruction_KR"": ""혼잡을 우회하기 위해 대체 유통 채널을 평가하십시오."", ""ResponsibleDepartment_KR"": ""물류""}, {""Instruction_step"": 2, ""Instruction_KR"": ""물류 파트너와 협력하여 신속한 배송 경로를 찾으십시오."", ""ResponsibleDepartment_KR"": ""운송 관리""}]",여러 배포 채널에서 예기치 못한 물류 혼잡으로 인해 배송에 상당한 지연이 발생했습니다.
